"Name","combined-id","all_correct","agent_output","step","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","_tags","agent","code-retrieval","combined_id","command","environment","environtment","k","lookback","max-completion-tokens","memory","method","model-engine","model","name","parameters._tags","parameters.agent","parameters.agents","parameters.code-retrieval","parameters.code-retrievals","parameters.combined-ids","parameters.combined_ids","parameters.environment","parameters.environtment","parameters.k","parameters.lookback","parameters.max-completion-tokens","parameters.max-completion-tokenss","parameters.memory","parameters.memorys","parameters.model-engine","parameters.model-engines","parameters.model","parameters.reasoning-efforts","parameters.retrieval","parameters.retrievals","reasoning-effort","retrieval","completion_tokens","compute_cost","compute_time","correct","correct_count","cost","experiment_description","func_ids","funcs_to_block","gold_output","losses","mode","paper_id","path","prompt_tokens","reasoning_tokens","refsol","split"
"jolly-sweep-18","2303.11932_8","false","Agent did not provide a valid action response","9","","finished","-","","2303.11932_8, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T22:03:23.000Z","592","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","25731","1.026024","0","Got parsing error","0","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.09065141693255822}, 'Experiment 3': {'IoU': 0.0013228687362359965}, 'Experiment 4': {'IoU': 0.000950343637027683}, 'Experiment 5': {'IoU': 0.0009427296271823229}, 'Experiment 6': {'IoU': 0.0009435898472335024}, 'Experiment 7': {'IoU': 0.09061482887766313}, 'Experiment 8': {'IoU': 0.09164573186628844}, 'Experiment 9': {'IoU': 0.09111485122946014}, 'Experiment 10': {'IoU': 0.001294992995005883}, 'Experiment 11': {'IoU': 0.001260498017262972}, 'Experiment 12': {'IoU': 0.0012804952784324249}}","Got parsing error","","","","213353","","",""
"elated-sweep-28","2110.03485_3","false","Agent did not provide a valid action response","1","","finished","-","","2110.03485_3, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T22:21:42.000Z","27","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","273","0.019089","0","Got parsing error","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","Got parsing error","","","","4998","","",""
"swept-sweep-36","2205.00048_6","false","Agent did not provide a valid action response","11","","finished","-","","2205.00048_6, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T22:37:08.000Z","183","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","5627","1.065306","45","Got parsing error","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","Got parsing error","","","","326967","","",""
"kind-sweep-6","2309.05569_5","false","Agent did not provide a valid action response","10","","finished","-","","2309.05569_5, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T21:35:38.000Z","276","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","8533","1.0307700000000002","87","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","Got parsing error","","","","300925","","",""
"toasty-sweep-15","2303.11932_5","false","{
  ""Experiment 1"": {""IoU"": 0.0009528792790591139},
  ""Experiment 2"": {""IoU"": 0.09074222136169761},
  ""Experiment 3"": {""IoU"": 0.001327593373785837},
  ""Experiment 4"": {""IoU"": 0.000953441546500518},
  ""Experiment 5"": {""IoU"": 0.0009364146406439361},
  ""Experiment 6"": {""IoU"": 0.000944234142724991},
  ""Experiment 7"": {""IoU"": 0.09065793352823302},
  ""Experiment 8"": {""IoU"": 0.0911532593826194},
  ""Experiment 9"": {""IoU"": 0.0911021190614543},
  ""Experiment 10"": {""IoU"": 0.0013008884423657153},
  ""Experiment 11"": {""IoU"": 0.0},
  ""Experiment 12"": {""IoU"": 0.0012791832716454966}
}","5","","finished","-","","2303.11932_5, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T21:48:38.000Z","881","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","4353","0.353322","574","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True, 'Experiment 5': True, 'Experiment 6': True, 'Experiment 7': True, 'Experiment 8': True, 'Experiment 9': True, 'Experiment 10': True, 'Experiment 11': False, 'Experiment 12': True}","11","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.09065141693255822}, 'Experiment 3': {'IoU': 0.0013228687362359965}, 'Experiment 4': {'IoU': 0.000950343637027683}, 'Experiment 5': {'IoU': 0.0009427296271823229}, 'Experiment 6': {'IoU': 0.0009435898472335024}, 'Experiment 7': {'IoU': 0.09061482887766313}, 'Experiment 8': {'IoU': 0.09164573186628844}, 'Experiment 9': {'IoU': 0.09111485122946014}, 'Experiment 10': {'IoU': 0.001294992995005883}, 'Experiment 11': {'IoU': 0.001260498017262972}, 'Experiment 12': {'IoU': 0.0012804952784324249}}","{'Experiment 1': 0.004327818879949522, 'Experiment 2': 0.0010016879185346455, 'Experiment 3': 0.0035715089641348606, 'Experiment 4': 0.0032597782024659096, 'Experiment 5': 0.006698618942592617, 'Experiment 6': 0.0006828130817404832, 'Experiment 7': 0.00047569091178317296, 'Experiment 8': 0.005373654327814881, 'Experiment 9': 0.00013973757114284864, 'Experiment 10': 0.004552493629361646, 'Experiment 11': 1.0, 'Experiment 12': 0.0010246088439579673}","","","","96009","","",""
"genial-sweep-16","2303.11932_6","false","Agent did not provide a valid action response","12","","finished","-","","2303.11932_6, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T21:52:29.000Z","894","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","4320","1.07265","435","Got parsing error","0","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.09065141693255822}, 'Experiment 3': {'IoU': 0.0013228687362359965}, 'Experiment 4': {'IoU': 0.000950343637027683}, 'Experiment 5': {'IoU': 0.0009427296271823229}, 'Experiment 6': {'IoU': 0.0009435898472335024}, 'Experiment 7': {'IoU': 0.09061482887766313}, 'Experiment 8': {'IoU': 0.09164573186628844}, 'Experiment 9': {'IoU': 0.09111485122946014}, 'Experiment 10': {'IoU': 0.001294992995005883}, 'Experiment 11': {'IoU': 0.001260498017262972}, 'Experiment 12': {'IoU': 0.0012804952784324249}}","Got parsing error","","","","335950","","",""
"rural-sweep-14","2303.11932_4","false","{
  ""Experiment 1"": {""IoU"": 0.000954115740744153},
  ""Experiment 2"": {""IoU"": 0.09069521832094697},
  ""Experiment 3"": {""IoU"": 0.0013256235053678467},
  ""Experiment 4"": {""IoU"": 0.0009522000523714105},
  ""Experiment 5"": {""IoU"": 0.0009329318002248608},
  ""Experiment 6"": {""IoU"": 0.0009417649536235564},
  ""Experiment 7"": {""IoU"": 0.09090088458957232},
  ""Experiment 8"": {""IoU"": 0.0914512818762887},
  ""Experiment 9"": {""IoU"": 0.09110620816507155},
  ""Experiment 10"": {""IoU"": 0.001298085607208449},
  ""Experiment 11"": {""IoU"": 0.0},
  ""Experiment 12"": {""IoU"": 0.0012784490559286682}
}","6","","finished","-","","2303.11932_4, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T21:48:17.000Z","900","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","4750","0.448653","581","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True, 'Experiment 5': True, 'Experiment 6': True, 'Experiment 7': True, 'Experiment 8': True, 'Experiment 9': True, 'Experiment 10': True, 'Experiment 11': False, 'Experiment 12': True}","11","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.09065141693255822}, 'Experiment 3': {'IoU': 0.0013228687362359965}, 'Experiment 4': {'IoU': 0.000950343637027683}, 'Experiment 5': {'IoU': 0.0009427296271823229}, 'Experiment 6': {'IoU': 0.0009435898472335024}, 'Experiment 7': {'IoU': 0.09061482887766313}, 'Experiment 8': {'IoU': 0.09164573186628844}, 'Experiment 9': {'IoU': 0.09111485122946014}, 'Experiment 10': {'IoU': 0.001294992995005883}, 'Experiment 11': {'IoU': 0.001260498017262972}, 'Experiment 12': {'IoU': 0.0012804952784324249}}","{'Experiment 1': 0.005631040488976568, 'Experiment 2': 0.0004831848179641213, 'Experiment 3': 0.002082420618457169, 'Experiment 4': 0.0019534148190161367, 'Experiment 5': 0.010393040247124034, 'Experiment 6': 0.0019339902981113986, 'Experiment 7': 0.003156831121928051, 'Experiment 8': 0.0021217571843218817, 'Experiment 9': 9.485900785622687e-05, 'Experiment 10': 0.0023881304489618733, 'Experiment 11': 1.0, 'Experiment 12': 0.0015979930095967386}","","","","125801","","",""
"stellar-sweep-3","2309.05569_2","false","Agent did not provide a valid action response","9","","finished","-","","2309.05569_2, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T21:30:57.000Z","457","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","25906","1.071774","0","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","Got parsing error","","","","227728","","",""
"fast-sweep-7","2309.05569_6","false","Agent did not provide a valid action response","9","","finished","-","","2309.05569_6, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T21:36:03.000Z","352","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","19307","1.070823","0","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","Got parsing error","","","","260406","","",""
"curious-sweep-27","2110.03485_2","false","Agent did not provide a valid action response","1","","finished","-","","2110.03485_2, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T22:21:30.000Z","27","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","274","0.019098","0","Got parsing error","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","Got parsing error","","","","4996","","",""
"lyric-sweep-25","2110.03485_0","false","Agent did not provide a valid action response","1","","finished","-","","2110.03485_0, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T22:20:55.000Z","33","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","254","0.018774","0","Got parsing error","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","Got parsing error","","","","4988","","",""
"celestial-sweep-1","2309.05569_0","false","Agent did not provide a valid action response","12","","finished","-","","2309.05569_0, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T21:27:02.000Z","274","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","7903","1.073085","89","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","Got parsing error","","","","318180","","",""
"easy-sweep-31","2205.00048_1","false","Agent did not provide a valid action response","10","","finished","-","","2205.00048_1, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T22:22:13.000Z","945","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","5834","1.009599","676","Got parsing error","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","Got parsing error","","","","307363","","",""
"devoted-sweep-26","2110.03485_1","false","Agent did not provide a valid action response","1","","finished","-","","2110.03485_1, Full, MLAgentBench, ReAct, agent, agent_architecture, anthropic/claude-3-5-sonnet-20240620","2025-05-08T22:21:05.000Z","35","ixq9fd8l","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","anthropic/claude-3-5-sonnet-20240620","","","","","","","","","","","","","","","","","","","","","","","","","","283","0.019227","0","Got parsing error","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","Got parsing error","","","","4994","","",""
