"Name","agent","combined-id","memory","all_correct","agent_output","step","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","_tags","combined_id","command","environment","environtment","lookback","method","model-engine","model","name","parameters._tags","parameters.agent","parameters.agents","parameters.combined-ids","parameters.combined_ids","parameters.environment","parameters.environtment","parameters.lookback","parameters.memory","parameters.memorys","parameters.model-engine","parameters.model","code-retrieval","k","max-completion-tokens","parameters.code-retrieval","parameters.code-retrievals","parameters.k","parameters.max-completion-tokens","parameters.max-completion-tokenss","parameters.model-engines","parameters.reasoning-efforts","parameters.retrieval","parameters.retrievals","reasoning-effort","retrieval","completion_tokens","compute_cost","compute_time","correct","correct_count","cost","experiment_description","func_ids","funcs_to_block","gold_output","mode","paper_id","path","prompt_tokens","refsol","split","reasoning_tokens","losses"
"resilient-sweep-215","ReAct","2205.00048_6","SlidingWindow","false","Agent did not provide a valid action response","32","","finished","-","","2205.00048_6, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T10:04:58.000Z","450","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13904","1.0054425","196","Got parsing error","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","457025","","","","Got parsing error"
"elated-sweep-140","ReAct","2303.11932_1","SlidingWindow","false","Agent did not provide a valid action response","28","","finished","-","","2303.11932_1, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T00:45:56.000Z","510","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10512","1.0052774999999996","290","Got parsing error","0","","","","","{'Experiment 1': {'IoU': 0.0009435898472335024}, 'Experiment 2': {'IoU': 0.09111485122946014}, 'Experiment 3': {'IoU': 0.0012804952784324249}}","","","","416319","","","","Got parsing error"
"skilled-sweep-200","ReAct","2205.00048_1","SlidingWindow","false","Agent did not provide a valid action response","12","","finished","-","","2205.00048_1, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T07:41:13.000Z","1309","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11824","0.955445","1184","Got parsing error","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","418338","","","","Got parsing error"
"peach-sweep-185","ReAct","2110.03485_1","SlidingWindow","false","{""Experiment 1"": {""last_distortion_loss"": 25.465938568115234}, ""Experiment 2"": {""last_distortion_loss"": 25.465938568115234}, ""Experiment 3"": {""last_distortion_loss"": 25.465938568115234}, ""Experiment 4"": {""last_sparsity_loss"": 0.0}, ""Experiment 5"": {""last_sparsity_loss"": 0.0}, ""Experiment 6"": {""last_sparsity_loss"": 0.0}}","25","","finished","-","","2110.03485_1, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T04:19:29.000Z","1071","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22877","1.00804","841","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False, 'Experiment 5': False, 'Experiment 6': False}","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","","","","378268","","","","{'Experiment 1': 51006.17470276618, 'Experiment 2': 69768.84215611838, 'Experiment 3': 49110.10805821291, 'Experiment 4': 1.0, 'Experiment 5': 1.0, 'Experiment 6': 1.0}"
"noble-sweep-209","ReAct","2205.00048_4","SlidingWindow","false","{
  ""Experiment 1"": {
    ""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.5155270864260923e-05], ""GGF"": [5.865956097793335e-07], ""AIF"": [0.00022957766970338144], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [2.9055386641092446e-05], ""GGD"": [1.5267569462768894e-06], ""AID"": [0.00012941373053020611], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9742164624446923e-05], ""GGR"": [1.501924858720956e-06], ""AIR"": [3.843119017823239e-06], ""AGR"": [1.693986814130217e-06]
  },
  ""Experiment 2"": {
    ""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.7013274276116187e-05], ""GGF"": [6.076624364512684e-07], ""AIF"": [0.00022957766970338144], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [3.0067999447094528e-05], ""GGD"": [1.4998125126298506e-06], ""AID"": [0.00012941373053020611], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9274343908753687e-05], ""GGR"": [1.6062016369437721e-06], ""AIR"": [3.843119017823239e-06], ""AGR"": [1.693986814130217e-06]
  },
  ""Experiment 3"": {
    ""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [9.181278104732387e-07], ""GGF"": [7.469683296964291e-08], ""AIF"": [0.00022484007768105817], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.174601999868197e-06], ""GGD"": [8.250136749057006e-07], ""AID"": [0.00012968000016872448], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.309852303701036e-05], ""GGR"": [1.3120803641594582e-06], ""AIR"": [8.846980678664919e-06], ""AGR"": [1.3593968930682123e-06]
  },
  ""Experiment 4"": {
    ""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [1.3634435504785814e-06], ""GGF"": [7.798720588589249e-08], ""AIF"": [0.00022484007768105817], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.315038120896211e-06], ""GGD"": [9.70671953612065e-07], ""AID"": [0.00012968000016872448], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.3171213308192974e-05], ""GGR"": [1.6067363084913638e-06], ""AIR"": [8.846980678664919e-06], ""AGR"": [1.3593968930682123e-06]
  }
}","6","","finished","-","","2205.00048_4, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T09:17:34.000Z","473","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5433","0.44375500000000007","407","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False}","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","219642","","","","{'Experiment 1': 1.115456923348711, 'Experiment 2': 1.115456923348711, 'Experiment 3': 18.037061385584366, 'Experiment 4': 18.037061385584366}"
"deft-sweep-119","ReAct","2309.05569_3","SlidingWindow","false","Agent did not provide a valid action response","30","","finished","-","","2309.05569_3, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-03-31T23:48:41.000Z","512","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15443","0.9867750000000002","282","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","411018","","","","Got parsing error"
"serene-sweep-122","ReAct","2309.05569_4","SlidingWindow","false","{""Experiment 1"": {""total loss"": 1.67133}, ""Experiment 2"": {""total loss"": 1.56927}, ""Experiment 3"": {""total loss"": 1.76387}, ""Experiment 4"": {""total loss"": 1.15652}, ""Experiment 5"": {""total loss"": 1.79089}, ""Experiment 6"": {""total loss"": 1.68506}, ""Experiment 7"": {""total loss"": 0.92883}, ""Experiment 8"": {""total loss"": 1.73883}, ""Experiment 9"": {""total loss"": 0.91139}, ""Experiment 10"": {""total loss"": 1.55896}}","12","","finished","-","","2309.05569_4, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-03-31T23:57:17.000Z","333","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6703","0.5701775","230","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False, 'Experiment 5': False, 'Experiment 6': False, 'Experiment 7': False, 'Experiment 8': False, 'Experiment 9': True, 'Experiment 10': False}","1","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","221611","","","","{'Experiment 1': 1.1087208862196878, 'Experiment 2': 1.0401591284338068, 'Experiment 3': 1.9488757000752321, 'Experiment 4': 0.4688766114180479, 'Experiment 5': 1.463770309125177, 'Experiment 6': 1.2650178103367162, 'Experiment 7': 0.18355462677438264, 'Experiment 8': 1.2156910216876067, 'Experiment 9': 0.04530388007661514, 'Experiment 10': 1.0581416840493225}"
"vital-sweep-179","ReAct","2303.11932_14","SlidingWindow","false","{""Experiment 1"": {""IoU"": 1.0539822538610165e-06}, ""Experiment 2"": {""IoU"": 1.022043411816972e-06}, ""Experiment 3"": {""IoU"": 1.117860031230614e-06}, ""Experiment 4"": {""IoU"": 1.0859211891865691e-06}}","11","","finished","-","","2303.11932_14, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T03:44:41.000Z","206","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4710","0.3467800000000001","96","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False}","0","","","","","{'Experiment 1': {'IoU': 0.0013228687362359965}, 'Experiment 2': {'IoU': 0.001294992995005883}, 'Experiment 3': {'IoU': 0.001260498017262972}, 'Experiment 4': {'IoU': 0.0012804952784324249}}","","","","176768","","","","{'Experiment 1': 0.9992032601383718, 'Experiment 2': 0.9992107730190368, 'Experiment 3': 0.9991131600241165, 'Experiment 4': 0.9991519522114005}"
"ruby-sweep-128","ReAct","2309.05569_6","SlidingWindow","false","Agent did not provide a valid action response","32","","finished","-","","2309.05569_6, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T00:09:05.000Z","620","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17131","1.0057475","366","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","432975","","","","Got parsing error"
"gallant-sweep-203","ReAct","2205.00048_2","SlidingWindow","false","{""Experiment 1"": {""IIF"": [0.00022957766970338144], ""IGF"": [1.1263396741476508e-06], ""GIF"": [1.5155270864260923e-05], ""GGF"": [5.865956097793335e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.3627368166934845e-06], ""GID"": [2.9055386641092446e-05], ""GGD"": [1.5267569462768894e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [1.7068873636900548e-06], ""GIR"": [1.9742164624446923e-05], ""GGR"": [1.501924858720956e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [1.693986814130217e-06]}, ""Experiment 2"": {""IIF"": [0.00022957766970338144], ""IGF"": [1.1263396741476508e-06], ""GIF"": [1.7013274276116187e-05], ""GGF"": [6.076624364512684e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.3627368166934845e-06], ""GID"": [3.0067999447094528e-05], ""GGD"": [1.4998125126298506e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [1.7068873636900548e-06], ""GIR"": [1.9274343908753687e-05], ""GGR"": [1.6062016369437721e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [1.693986814130217e-06]}, ""Experiment 3"": {""IIF"": [0.00022484007768105817], ""IGF"": [6.039180439141881e-08], ""GIF"": [9.181278104732387e-07], ""GGF"": [7.469683296964291e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [6.681713033431298e-07], ""GID"": [8.174601999868197e-06], ""GGD"": [8.250136749057006e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [1.078269720095932e-06], ""GIR"": [1.309852303701036e-05], ""GGR"": [1.3120803641594582e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [1.3593968930682123e-06]}, ""Experiment 4"": {""IIF"": [0.00022484007768105817], ""IGF"": [6.039180439141881e-08], ""GIF"": [1.3634435504785814e-06], ""GGF"": [7.798720588589249e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [6.681713033431298e-07], ""GID"": [8.315038120896211e-06], ""GGD"": [9.70671953612065e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [1.078269720095932e-06], ""GIR"": [1.3171213308192974e-05], ""GGR"": [1.6067363084913638e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [1.3593968930682123e-06]}}","8","","finished","-","","2205.00048_2, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T08:19:34.000Z","543","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7599","0.5233975000000001","430","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False}","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","225747","","","","{'Experiment 1': 0.10728524434922256, 'Experiment 2': 0.10728524434922256, 'Experiment 3': 0.1437486289280131, 'Experiment 4': 0.1437486289280131}"
"earthy-sweep-125","ReAct","2309.05569_5","SlidingWindow","","","","","failed","-","","2309.05569_5, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T00:02:56.000Z","24","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"young-sweep-158","ReAct","2303.11932_7","SlidingWindow","","","5","","crashed","-","","2303.11932_7, MLAgentBench, ReAct, SlidingWindow, agent_architecture, gpt-4o","2025-04-01T01:57:19.000Z","49698","86fjisbn","agent_architecture","","","MLAgentBench","","","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4210","0.24479750000000008","29","","","","","","","","","","","135351","","","",""
