"Name","agent","all_correct","combined-id","agent_output","step","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","_tags","combined_id","command","environment","environtment","k","lookback","method","model-engine","model","name","parameters._tags","parameters.agent","parameters.agents","parameters.combined-ids","parameters.combined_ids","parameters.environment","parameters.environtment","parameters.k","parameters.lookback","parameters.memory","parameters.memorys","parameters.model-engine","parameters.model","code-retrieval","max-completion-tokens","parameters.code-retrieval","parameters.code-retrievals","parameters.max-completion-tokens","parameters.max-completion-tokenss","parameters.model-engines","parameters.reasoning-efforts","parameters.retrieval","parameters.retrievals","reasoning-effort","retrieval","completion_tokens","compute_cost","compute_time","correct","correct_count","cost","experiment_description","func_ids","funcs_to_block","gold_output","mode","paper_id","path","prompt_tokens","refsol","split","reasoning_tokens","losses","memory"
"prime-sweep-67","MLAgentBench","false","2205.00048_1","{""Experiment 1"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.02986250124509e-10], ""GGF"": [5.865956097793335e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [9.59517210561652e-11], ""GGD"": [1.5267569462768894e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [-6.368173926371755e-12], ""GGR"": [1.501924858720956e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [1.693986814130217e-06]}, ""Experiment 2"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.1207687177662434e-10], ""GGF"": [6.076624364512684e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [9.595172105616536e-11], ""GGD"": [1.4998125126298506e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [-1.2236090785159418e-11], ""GGR"": [1.6062016369437721e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [1.693986814130217e-06]}, ""Experiment 3"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [1.0298625012451e-10], ""GGF"": [7.469683296964291e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [9.595172105616615e-11], ""GGD"": [8.250136749057006e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [-6.368173926371795e-12], ""GGR"": [1.3120803641594582e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [1.3593968930682123e-06]}, ""Experiment 4"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [1.1207687177662545e-10], ""GGF"": [7.798720588589249e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [9.595172105616638e-11], ""GGD"": [9.70671953612065e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [-1.2236090785159498e-11], ""GGR"": [1.6067363084913638e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [1.3593968930682123e-06]}}","9","","finished","-","","2205.00048_1, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T19:38:53.000Z","608","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","13237","0.3629550000000001","486","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False}","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","106186","","","","{'Experiment 1': 0.1666661235992327, 'Experiment 2': 0.166666158670416, 'Experiment 3': 0.1666598099194084, 'Experiment 4': 0.16666151045182717}","SlidingWindow"
"northern-sweep-60","MLAgentBench","false","2303.11932_14","{""Experiment 1"": {""IoU"": 1.293523755754368e-06}, ""Experiment 2"": {""IoU"": 0.0016004029088295423}, ""Experiment 3"": {""IoU"": 0.0016005412699320377}, ""Experiment 4"": {""IoU"": 0.0016004348603578715}}","17","","finished","-","","2303.11932_14, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T19:02:27.000Z","430","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","15998","0.4255774999999999","201","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False}","0","","","","","{'Experiment 1': {'IoU': 0.0013228687362359965}, 'Experiment 2': {'IoU': 0.001294992995005883}, 'Experiment 3': {'IoU': 0.001260498017262972}, 'Experiment 4': {'IoU': 0.0012804952784324249}}","","","","115903","","","","{'Experiment 1': 0.9990221828361937, 'Experiment 2': 0.23583904700756458, 'Experiment 3': 0.26976897068623, 'Experiment 4': 0.24985611998282012}","SlidingWindow"
"treasured-sweep-41","MLAgentBench","false","2309.05569_4","Agent did not provide a valid action response","27","","finished","-","","2309.05569_4, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T17:18:23.000Z","1421","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","49189","0.9933275","964","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","242559","","","","Got parsing error","SlidingWindow"
"honest-sweep-40","MLAgentBench","false","2309.05569_3","{
  ""Experiment 1"": ""Total loss: 1.407"",
  ""Experiment 2"": ""Total loss: 1.380"",
  ""Experiment 3"": ""Total loss: 1.395"",
  ""Experiment 4"": ""Total loss: 1.437"",
  ""Experiment 5"": ""Total loss: 1.428"",
  ""Experiment 6"": ""Total loss: 1.416"",
  ""Experiment 7"": ""Total loss: 1.451"",
  ""Experiment 8"": ""Total loss: 1.422"",
  ""Experiment 9"": ""Total loss: 1.369"",
  ""Experiment 10"": ""Total loss: 1.322""
}","15","","finished","-","","2309.05569_3, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T17:11:41.000Z","398","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","11238","0.4182525","237","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False, 'Experiment 5': False, 'Experiment 6': False, 'Experiment 7': False, 'Experiment 8': False, 'Experiment 9': False, 'Experiment 10': False}","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","143597","","","","{'Experiment 1': 1.0, 'Experiment 2': 1.0, 'Experiment 3': 1.0, 'Experiment 4': 1.0, 'Experiment 5': 1.0, 'Experiment 6': 1.0, 'Experiment 7': 1.0, 'Experiment 8': 1.0, 'Experiment 9': 1.0, 'Experiment 10': 1.0}","SlidingWindow"
"robust-sweep-43","MLAgentBench","false","2309.05569_6","Agent did not provide a valid action response","44","","finished","-","","2309.05569_6, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T17:38:24.000Z","1199","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","39732","0.995745","687","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","305354","","","","Got parsing error","SlidingWindow"
"noble-sweep-54","MLAgentBench","false","2303.11932_8","Agent did not provide a valid action response","29","","finished","-","","2303.11932_8, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T18:22:54.000Z","1695","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","34636","0.9969525000000004","1315","Got parsing error","0","","","","","{'Experiment 1': {'IoU': 0.0009487731606616132}, 'Experiment 2': {'IoU': 0.09065141693255822}, 'Experiment 3': {'IoU': 0.0013228687362359965}, 'Experiment 4': {'IoU': 0.000950343637027683}, 'Experiment 5': {'IoU': 0.0009427296271823229}, 'Experiment 6': {'IoU': 0.0009435898472335024}, 'Experiment 7': {'IoU': 0.09061482887766313}, 'Experiment 8': {'IoU': 0.09164573186628844}, 'Experiment 9': {'IoU': 0.09111485122946014}, 'Experiment 10': {'IoU': 0.001294992995005883}, 'Experiment 11': {'IoU': 0.001260498017262972}, 'Experiment 12': {'IoU': 0.0012804952784324249}}","","","","308173","","","","Got parsing error","SlidingWindow"
"sleek-sweep-71","MLAgentBench","false","2205.00048_5","Agent did not provide a valid action response","38","","finished","-","","2205.00048_5, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T20:02:41.000Z","2474","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","39358","0.9891324999999996","2075","Got parsing error","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","","","","300557","","","","Got parsing error","SlidingWindow"
"confused-sweep-65","MLAgentBench","false","2110.03485_4","Agent did not provide a valid action response","37","","finished","-","","2110.03485_4, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T19:24:28.000Z","863","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","44736","1.0171275000000002","440","Got parsing error","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","","","","262595","","","","Got parsing error","SlidingWindow"
"fancy-sweep-38","MLAgentBench","false","2309.05569_1","Agent did not provide a valid action response","35","","finished","-","","2309.05569_1, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T16:51:50.000Z","1187","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","31341","0.9968899999999996","743","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","324720","","","","Got parsing error","SlidingWindow"
"vivid-sweep-37","MLAgentBench","false","2309.05569_0","Agent did not provide a valid action response","20","","finished","-","","2309.05569_0, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T16:41:36.000Z","607","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","20460","0.6421325","324","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","","","","203109","","","","Got parsing error","SlidingWindow"
"iconic-sweep-58","MLAgentBench","false","2303.11932_12","Agent did not provide a valid action response","42","","finished","-","","2303.11932_12, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T18:51:10.000Z","742","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","27417","0.98775","248","Got parsing error","0","","","","","{'Experiment 1': {'IoU': 0.09065141693255822}, 'Experiment 2': {'IoU': 0.09061482887766313}, 'Experiment 3': {'IoU': 0.09164573186628844}, 'Experiment 4': {'IoU': 0.09111485122946014}}","","","","317560","","","","Got parsing error","SlidingWindow"
"restful-sweep-69","MLAgentBench","","2205.00048_3","","1","","crashed","-","","2205.00048_3, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T19:49:06.000Z","4564","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","3899","0.1466375","23","","","","","","","","","","","44147","","","","","SlidingWindow"
"youthful-sweep-61","MLAgentBench","","2110.03485_0","","","","failed","-","","2110.03485_0, MLAgentBench, SlidingWindow, agent_architecture, gpt-4o","2025-04-03T19:03:36.000Z","7","gu895ehe","agent_architecture","","","MLAgentBench","","","1","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SlidingWindow"
