paper_id,exp_id,combined_id,description,result,refsol,environment
2210.02043,16,2210.02043_16,"Experiment: run experiment using NCF attacks with Dense-121 as attack model and Mobilenet-v2 as defense model
Parameters:
- NCF attack
- Attack model Dense-121
- Defense Model Mobilenet-v2
Return: attack success rate",54.4,"# Edit yml file 
python main.py",
2210.02043,22,2210.02043_22,"Experiment: run experiment using NCF attacks with Dense-121 as attack model and VGG-19 as defense model
Parameters:
- NCF attack
- Attack model Dense-121
- Defense Model VGG-19
Return: attack success rate",53.6,"# Edit yml file 
python main.py",
2210.02044,5,2210.02044_5,"Experiment: run experiment using NCF attacks with Res-50 as attack model and Inception-v3 as defense model
Parameters:
- NCF attack
- Attack model Inception-v3
- Defense Model Inception-v3
Return: attack success rate",47.7,python main.py,
2210.02044,11,2210.02044_11,"Experiment: run experiment using NCF attacks with Res-50 as attack model and Res-18 as defense model
Parameters:
- NCF attack
- Attack model Inception-v3
- Defense Model Res-18
Return: attack success rate",66.7,"# Edit yml file 
python main.py",
2210.02044,17,2210.02044_17,"Experiment: run experiment using NCF attacks with Res-50 as attack model and Mobilenet-v2 as defense model
Parameters:
- NCF attack
- Attack model Inception-v3
- Defense Model Mobilenet-v2
Return: attack success rate",66.2,"# Edit yml file 
python main.py",
2210.02044,23,2210.02044_23,"Experiment: run experiment using NCF attacks with Res-50 as attack model and VGG-19 as defense model
Parameters:
- NCF attack
- Attack model Inception-v3
- Defense Model VGG-19
Return: attack success rate",64.3,"# Edit yml file 
python main.py",
2303.12247,0,2303.12247_0,"Experiment: Run the following experiment by training 1000 teacher swin models, generate noisy votes, and train the student model on CIFAR-10 dataset
Parameters:
- Cifar-10 dataset
- Teacher model swin
- 1000 teachers
- threshold 600
- sigma1 200
- sigma2 50
- epsilon 1.019
- 1000 queries
- student model paramters in cifar10.yaml
Return: top-1 accuracy on CIFAR-10",99.17,"cd pate
python pate_cifar10.py
cd ../noisycount
python noisy_and_count.py --dataset CIFAR10 --preds_file cifar10 --class_num 10 --sigma1 200 --sigma2 50 --threshold 600 --queries 1000 --eps 1.019
cd ../SSL
python train.py --c cifar10.yaml",
2303.12247,1,2303.12247_1,"Experiment: Run the following experiment by training 1000 teacher swin models, generate noisy votes, and train the student model on CIFAR-10 dataset
Parameters:
- Cifar-10 dataset
- Teacher model swin
- 1000 teachers
- threshold 600
- sigma1 200
- sigma2 50
- epsilon 1.019
- 1000 queries
- fixmatch algorithm
- ViT pretrained model
Return: top-1 accuracy on CIFAR-10",97.07,"cd pate
python pate_cifar10.py
cd ../noisycount
python noisy_and_count.py --dataset CIFAR10 \
    --preds_file cifar10 \
    --class_num 10 \
    --sigma1 200 \
    --sigma2 50 \
    --threshold 600 \
    --queries 1000 \
    --eps 1.019 \
cd ../SSL
// edit cifar10.yaml to use ViT and fixmatch algorithm
python train.py --c cifar10.yaml",
2303.12247,2,2303.12247_2,"Experiment: Run the following experiment by training 100 teacher swin models, generate noisy votes, and train the student model on CIFAR-10 dataset
Parameters:
- Cifar-10 dataset
- Teacher model swin
- 100 teachers
- threshold 430
- sigma1 150
- sigma2 50
- epsilon 1.095
- 1000 queries
- fixmatch algorithm
- ViT pretrained model
Return: top-1 accuracy on CIFAR-10",59.2,"cd pate
python pate_cifar10.py --teacher_num 100
cd ../noisycount
python noisy_and_count.py --dataset CIFAR10 \
    --preds_file cifar10 \
    --class_num 10 \
    --sigma1 150 \
    --sigma2 50 \
    --threshold 430 \
    --queries 1000 \
    --eps 1.095 \
cd ../SSL
// edit cifar10.yaml to use ViT and fixmatch algorithm
python train.py --c cifar10.yaml",
2311.10227,0,2311.10227_0,"Experiment: run evaluation of BigToM on false belief action using gpt-3.5-turbo with simulation method.
Parameters:
- false belief action
- model gpt-3.5-turbo
- simulation method
Return: evaluation accuracy",70.5,"cd code
python evaluate_bigtom.py --eval_model=gpt-3.5-turbo --condition=false_belief --method=simulation",simulatedtom_env
2311.10227,1,2311.10227_1,"Experiment: run evaluation of BigToM on false belief action using GPT-3.5 with chain of though method.
Parameters:
- false belief action
- model GPT-3.5
- chain of thought method
Return: evaluation accuracy",56.25,"cd code
python evaluate_bigtom.py --eval_model=gpt-3.5-turbo --condition=false_belief --method=cot",simulatedtom_env
2311.10227,2,2311.10227_2,"Experiment: run evaluation of BigToM on false belief action using GPT-4 with simulation method.
Parameters:
- false belief action
- model GPT-4
- simulation method
Return: evaluation accuracy",92,"cd code
python evaluate_bigtom.py --eval_model=gpt-4 --condition=false_belief --method=simulation",simulatedtom_env
2311.10227,3,2311.10227_3,"Experiment: run evaluation of BigToM on false belief action using GPT-4 with chain of thought method.
Parameters:
- false belief action
- model GPT-4
- chain of thought method
Return: evaluation accuracy",93.25,"cd code
python evaluate_bigtom.py --eval_model=gpt-4 --condition=false_belief --method=cot",simulatedtom_env
2311.10227,4,2311.10227_4,"Experiment: run evaluation of BigToM on false belief action using Llama2-13b-chat with simulation method.
Parameters:
- false belief action
- model Llama2-13b-chat
- simulation method
Return: evaluation accuracy",61.75,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-13b-chat-hf --condition=false_belief --method=simulation",simulatedtom_env
2311.10227,5,2311.10227_5,"Experiment: run evaluation of BigToM on false belief action using Llama2-13b-chat with chain of though method.
Parameters:
- false belief action
- model Llama2-13b-chat
- chain of thought method
Return: evaluation accuracy",52.25,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-13b-chat-hf --condition=false_belief --method=cot",simulatedtom_env
2311.10227,6,2311.10227_6,"Experiment: run evaluation of BigToM on false belief action using Llama2-7b-chat with simulation method.
Parameters:
- false belief action
- model Llama2-7b-chat
- simulation method
Return: evaluation accuracy",70.5,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-13==7b-chat-hf --condition=false_belief --method=simulation",simulatedtom_env
2311.10227,7,2311.10227_7,"Experiment: run evaluation of BigToM on false belief action using Llama2-7b-chat with chain of thought method.
Parameters:
- false belief action
- model Llama2-7b-chat
- chain of thought method
Return: evaluation accuracy",31.5,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-7b-chat-hf --condition=false_belief --method=cot",simulatedtom_env
2311.10227,8,2311.10227_8,"Experiment: run evaluation of BigToM on false belief action using GPT-3.5 with baseline method.
Parameters:
- false belief action
- model GPT-3.5
- baseline method
Return: evaluation accuracy",41,"cd code
python evaluate_bigtom.py --eval_model=gpt-3.5-turbo --condition=false_belief --method=baseline",simulatedtom_env
2311.10227,9,2311.10227_9,"Experiment: run evaluation of BigToM on false belief action using GPT-4 with baseline method.
Parameters:
- false belief action
- model GPT-4
- baseline method
Return: evaluation accuracy",89,"cd code
python evaluate_bigtom.py --eval_model=gpt-4 --condition=false_belief --method=baseline",simulatedtom_env
2311.10227,10,2311.10227_10,"Experiment: run evaluation of BigToM on false belief action using Llama2-13b-chat with baseline method.
Parameters:
- false belief action
- model Llama2-13b-chat
- baseline method
Return: evaluation accuracy",41.25,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-13b-chat-hf --condition=false_belief --method=baseline",simulatedtom_env
2311.10227,11,2311.10227_11,"Experiment: run evaluation of BigToM on false belief action using Llama2-7b-chat with baseline method.
Parameters:
- false belief action
- model Llama2-7b-chat
- baseline method
Return: evaluation accuracy",47.5,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-13==7b-chat-hf --condition=false_belief --method=baseline",simulatedtom_env
2311.10227,12,2311.10227_12,"Experiment: run evaluation of BigToM on all categories using GPT-3.5 with simulation method.
Parameters:
- all categories
- model GPT-3.5
- simulation method
Return: evaluation accuracy",81.62,"cd code
python evaluate_bigtom.py --eval_model=gpt-3.5-turbo --all --method=simulation",simulatedtom_env
2311.10227,13,2311.10227_13,"Experiment: run evaluation of BigToM on all categories using GPT-3.5 with chain of though method.
Parameters:
- all categories
- model GPT-3.5
- chain of thought method
Return: evaluation accuracy",75.88,"cd code
python evaluate_bigtom.py --eval_model=gpt-3.5-turbo --all--method=cot",simulatedtom_env
2311.10227,14,2311.10227_14,"Experiment: run evaluation of BigToM on all categories using GPT-4 with simulation method.
Parameters:
- all categories
- model GPT-4
- simulation method
Return: evaluation accuracy",95,"cd code
python evaluate_bigtom.py --eval_model=gpt-4 --all --method=simulation",simulatedtom_env
2311.10227,15,2311.10227_15,"Experiment: run evaluation of BigToM on all categories using GPT-4 with chain of thought method.
Parameters:
- all categories
- model GPT-4
- chain of thought method
Return: evaluation accuracy",95.5,"cd code
python evaluate_bigtom.py --eval_model=gpt-4 --all --method=cot",simulatedtom_env
2311.10227,16,2311.10227_16,"Experiment: run evaluation of BigToM on all categories using Llama2-13b-chat with simulation method.
Parameters:
- all categories
- model Llama2-13b-chat
- simulation method
Return: evaluation accuracy",58,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-13b-chat-hf --all --method=simulation",simulatedtom_env
2311.10227,17,2311.10227_17,"Experiment: run evaluation of BigToM on all categories using Llama2-13b-chat with chain of though method.
Parameters:
- all categories
- model Llama2-13b-chat
- chain of thought method
Return: evaluation accuracy",56,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-13b-chat-hf --all --method=cot",simulatedtom_env
2311.10227,18,2311.10227_18,"Experiment: run evaluation of BigToM on all categories using Llama2-7b-chat with simulation method.
Parameters:
- all categories
- model Llama2-7b-chat
- simulation method
Return: evaluation accuracy",57.25,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-13==7b-chat-hf --all --method=simulation",simulatedtom_env
2311.10227,19,2311.10227_19,"Experiment: run evaluation of BigToM on all categories using Llama2-7b-chat with chain of thought method.
Parameters:
- all categories
- model Llama2-7b-chat
- chain of thought method
Return: evaluation accuracy",48.62,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-7b-chat-hf --all --method=cot",simulatedtom_env
2311.10227,20,2311.10227_20,"Experiment: run evaluation of BigToM on all categories using GPT-3.5 with baseline method.
Parameters:
- all categories
- model GPT-3.5
- baseline method
Return: evaluation accuracy",66.38,"cd code
python evaluate_bigtom.py --eval_model=gpt-3.5-turbo --all --method=baseline",simulatedtom_env
2311.10227,21,2311.10227_21,"Experiment: run evaluation of BigToM on all categories using GPT-4 with baseline method.
Parameters:
- all categories
- model GPT-4
- baseline method
Return: evaluation accuracy",92.5,"cd code
python evaluate_bigtom.py --eval_model=gpt-4 --all --method=baseline",simulatedtom_env
2311.10227,22,2311.10227_22,"Experiment: run evaluation of BigToM on all categories using Llama2-13b-chat with baseline method.
Parameters:
- all categories
- model Llama2-13b-chat
- baseline method
Return: evaluation accuracy",51.38,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-13b-chat-hf --all --method=baseline",simulatedtom_env
2311.10227,23,2311.10227_23,"Experiment: run evaluation of BigToM on all categories using Llama2-7b-chat with baseline method.
Parameters:
- all categories
- model Llama2-7b-chat
- baseline method
Return: evaluation accuracy",53.62,"cd code
python evaluate_bigtom.py --eval_model=meta-llama/Llama-2-13==7b-chat-hf --all --method=baseline",simulatedtom_env
2210.07562,0,2210.07562_0,"Experiment: run evaluation on Cifar-10 dataset using CCT-7/3x1(1500)+HTM model using checkpoint model
Parameters:
- checkpoint weights directory: experiments/weights/cct_cifar10_htm.pth.tar
- Cifar-10 dataset
Return: top-1 accuracy",97.57,"cd experiments
sh run/eval_cct_7-3x1_cifar10_HTM.sh ",tokenmixup
2210.07562,1,2210.07562_1,"Experiment: run evaluation on Cifar-10 dataset using CCT-7/3x1(1500)+VTM model using checkpoint model
Parameters:
- checkpoint weights directory: experiments/weights/cct_cifar10_vtm.pth.tar
- Cifar-10 dataset
Return: top-1 accuracy",97.78,"cd experiments
sh run/eval_cct_7-3x1_cifar10_VTM.sh ",tokenmixup
2210.07562,2,2210.07562_2,"Experiment: run experiment on Cifar-10 dataset using CCT-7/3x1(1500)+HVTM model. First train the model then evaluate 
Parameters:
- Cifar-10 dataset
- CCT-7/3x1(1500)+HVTM
Return: top-1 accuracy",97.75,"cd experiments
sh run/train_cct_7-3x1_cifar10_HVTM.sh 
// Change weight path in eval file
sh run/eval_cct_7-3x1_cifar10_HVTM.sh ",tokenmixup
2210.07562,3,2210.07562_3,"Experiment: run experiment on Cifar-100 dataset using CCT-7/3x1(1500)+HTM model. First train the model then evaluate 
Parameters:
- checkpoint weights directory: experiments/weights/cct_cifar10_htm.pth.tar
- Cifar-100 dataset
Return: top-1 accuracy",83.56,"cd experiments
sh run/train_cct_7-3x1_cifar100_HTM.sh 
// Change weight path in eval file
sh run/eval_cct_7-3x1_cifar100_HTM.sh ",tokenmixup
2210.07562,4,2210.07562_4,"Experiment: run experiment on Cifar-100 dataset using CCT-7/3x1(1500)+VTM model. First train the model then evaluate 
Parameters:
- checkpoint weights directory: experiments/weights/cct_cifar10_vtm.pth.tar
- Cifar-100 dataset
Return: top-1 accuracy",83.54,"cd experiments
sh run/train_cct_7-3x1_cifar100_VTM.sh 
// Change weight path in eval file
sh run/eval_cct_7-3x1_cifar100_VTM.sh ",tokenmixup
2210.07562,5,2210.07562_5,"Experiment: run experiment on Cifar-100 dataset using CCT-7/3x1(1500)+HVTM model. First train the model then evaluate 
Parameters:
- Cifar-100 dataset
- CCT-7/3x1(1500)+HVTM
Return: top-1 accuracy",83.57,"cd experiments
sh run/train_cct_7-3x1_cifar100_HVTM.sh 
// Change weight path in eval file
sh run/eval_cct_7-3x1_cifar100_HVTM.sh ",tokenmixup
2211.00269,0,2211.00269_0,"Experiment: run experiment on Kuzushiji dataset with two-stage baseline
Parameters: 
- CNN
- two-stage method
- log method
- 100 epochs (50 for adversarial training, 50 for complementary learning)
- 256 batch size
- SGD
- adversarial training learning rate 0.01
- complementary learning learning rate 0.001
Return: test accuracy",89.75,python main.py --dataset 'kuzushiji' --model 'cnn' --method 'log' --framework 'two_stage' --cl_epochs 50 --adv_epochs 50 --cl_lr 0.001 --at_lr 0.01,
2211.00269,1,2211.00269_1,"Experiment: run experiment on MNIST dataset with two-stage baseline
Parameters: 
- CNN
- two-stage method
- log method
- 100 epochs (50 for adversarial training, 50 for complementary learning)
- 256 batch size
- SGD
- adversarial training learning rate 0.01
- complementary learning learning rate 0.001
Return: test accuracy",99.07,python main.py --dataset 'mnist' --model 'cnn' --method 'log' --framework 'two_stage' --cl_epochs 50 --adv_epochs 50 --cl_lr 0.001 --at_lr 0.01,
2211.00269,2,2211.00269_2,"Experiment: run experiment on CIFAR-10 dataset with two-stage baseline
Parameters: 
- Resnet18
- 120 epochs (70 for adversarial training, 50 for complementary learning)
- 128 batch size
- SGD
- adversarial training learning rate 0.01
- complementary learning learning rate 0.01
Return: test accuracy",64.98,python main.py --dataset 'cifar10' --model 'resnet18' --method 'log' --framework 'two_stage' --cl_epochs 50 --adv_epochs 70 --cl_lr 0.01 --at_lr 0.01,
2211.00269,3,2211.00269_3,"Experiment: run experiment on SVHN dataset with two-stage baseline
Parameters: 
- Resnet18
- 120 epochs (70 for adversarial training, 50 for complementary learning)
- 128 batch size
- SGD
- adversarial training learning rate 0.01
- complementary learning learning rate 0.01
Return: test accuracy",90.62,python main.py --dataset 'svhn' --model 'resnet18' --method 'log' --framework 'two_stage' --cl_epochs 50 --adv_epochs 70 --cl_lr 0.01 --at_lr 0.01,
2211.00269,4,2211.00269_4,"Experiment: run experiment on Kuzushiji dataset with one-stage baseline
Parameters: 
- CNN
- one-stage method
- log method
- 100 epochs
- 256 batch size
- SGD
- adversarial training learning rate 0.01
Return: test accuracy",32.66,python main.py --dataset 'kuzushiji' --model 'cnn' --method 'log' --framework 'one_stage' --adv_epochs 100 --at_lr 0.01 --scheduler 'none',
2211.00269,5,2211.00269_5,"Experiment: run experiment on MNIST dataset with one-stage baseline
Parameters: 
- CNN
- one-stage method
- log method
- 100 epochs
- 256 batch size
- SGD
- adversarial training learning rate 0.01
Return: test accuracy",97.16,python main.py --dataset 'mnist' --model 'cnn' --method 'log' --framework 'one_stage' --adv_epochs 100 --at_lr 0.01 --scheduler 'none',
2211.00269,6,2211.00269_6,"Experiment: run experiment on CIFAR-10 dataset with one-stage baseline
Parameters: 
- Resnet18
- log method
- 120 epochs
- 128 batch size
- SGD
- adversarial training learning rate 0.01
Return: test accuracy",11.7,python main.py --dataset 'cifar10' --model 'resnet18' --method 'log' --framework 'one_stage' --adv_epochs 120 --at_lr 0.01 --scheduler 'none',
2211.00269,7,2211.00269_7,"Experiment: run experiment on SVHN dataset with one-stage baseline
Parameters: 
- Resnet18
- log method
- 120 epochs
- 128 batch size
- SGD
- adversarial training learning rate 0.01
- seed 1
Return: test accuracy",19.59,python main.py --dataset 'svhn' --model 'resnet18' --method 'log' --framework 'one_stage' --adv_epochs 120 --at_lr 0.01 --scheduler 'none',
2211.00269,8,2211.00269_8,"Experiment: run experiment on Kuzushiji dataset with Warm Up +PLA method
Parameters: 
- CNN
- log_ce loss function
- one-stage framework
- 100 adversarial training epochs
- adversarial training learning rate 0.01
- cosine scheduler
- schedule epoch 50
- warm up epoch 10
- seed 1
Return: test accuracy",91.6,python main.py --dataset 'kuzushiji' --model 'cnn' --method 'log_ce' --framework 'one_stage' --adv_epochs 100 --at_lr 0.01 --scheduler 'cosine' --sch_epoch 50 --warmup_epoch 10,
2211.00269,9,2211.00269_9,"Experiment: run experiment on MNIST dataset with Warm Up +PLA method
Parameters: 
- CNN
- log_ce loss function
- one-stage framework
- 100 adversarial training epochs
- adversarial training learning rate 0.01
- cosine scheduler
- schedule epoch 50
- warm up epoch 10
Return: test accuracy",99.22,python main.py --dataset 'mnist' --model 'cnn' --method 'log_ce' --framework 'one_stage' --adv_epochs 100 --at_lr 0.01 --scheduler 'cosine' --sch_epoch 50 --warmup_epoch 10,
2211.00269,10,2211.00269_10,"Experiment: run experiment on CIFAR-10 dataset with Warm Up +PLA method
Parameters: 
- Resnet18
- log_ce loss function
- one-stage framework
- 120 adversarial training epochs
- adversarial training learning rate 0.01
- cosine scheduler
- schedule epoch 40
- warm up epoch 40
- seed 1
Return: test accuracy",65.88,python main.py --dataset 'cifar10' --model 'resnet18' --method 'log_ce' --framework 'one_stage' --adv_epochs 120 --at_lr 0.01 --scheduler 'cosine' --sch_epoch 40 --warmup_epoch 40,
2211.00269,11,2211.00269_11,"Experiment: run experiment on SVHN dataset with Warm Up +PLA method
Parameters: 
- Resnet18
- log_ce loss function
- one-stage framework
- 120 adversarial training epochs
- adversarial training learning rate 0.01
- cosine scheduler
- schedule epoch 40
- warm up epoch 40
- seed 1
Return: test accuracy",90.5,python main.py --dataset 'svhn' --model 'resnet18' --method 'log_ce' --framework 'one_stage' --adv_epochs 120 --at_lr 0.01 --scheduler 'cosine' --sch_epoch 40 --warmup_epoch 40,
2210.00055,0,2210.00055_0,"Experiment: run the selective classification task experiment on CIFAR-10 dataset using the Masktune method with resnet32 model
Parameters:
- learning rate 0.1
- momentum 0.9
- weight decay 0.0001
- halve learning rate every 25 epochs
- batch size 128
- train for 300 epochs
- sgd optimizer
Return: misclassification error at target covariance 100%",8.96,bash bash_files/cifar10_masktune.sh ,
2210.00055,1,2210.00055_1,"Experiment: run the selective classification task experiment on CIFAR-10 dataset using the Masktune method with resnet32 model
Parameters:
- learning rate 0.1
- momentum 0.9
- weight decay 0.0001
- halve learning rate every 25 epochs
- batch size 128
- train for 300 epochs
- sgd optimizer
Return: misclassification error at target covariance 90%",4.74,bash bash_files/cifar10_masktune.sh ,
2210.00055,2,2210.00055_2,"Experiment: run the selective classification task experiment on CIFAR-10 dataset using the Masktune method with resnet32 model
Parameters:
- learning rate 0.1
- momentum 0.9
- weight decay 0.0001
- halve learning rate every 25 epochs
- batch size 128
- train for 300 epochs
- sgd optimizer
Return: misclassification error at target covariance 80%",2.13,bash bash_files/cifar10_masktune.sh ,
2210.00055,3,2210.00055_3,"Experiment: run the selective classification task experiment on CIFAR-10 dataset using the Masktune method with resnet32 model
Parameters:
- learning rate 0.1
- momentum 0.9
- weight decay 0.0001
- halve learning rate every 25 epochs
- batch size 128
- train for 300 epochs
- sgd optimizer
Return: misclassification error at target covariance 85%",3.23,bash bash_files/cifar10_masktune.sh ,
2210.00055,4,2210.00055_4,"Experiment: run the selective classification task experiment on CIFAR-10 dataset using the Masktune method with resnet32 model
Parameters:
- learning rate 0.1
- momentum 0.9
- weight decay 0.0001
- halve learning rate every 25 epochs
- batch size 128
- train for 300 epochs
- sgd optimizer
Return: misclassification error at target covariance 95%",6.54,bash bash_files/cifar10_masktune.sh ,
2210.00055,5,2210.00055_5,"Experiment: run the selective classification task experiment on SVHN dataset using the Masktune method with resnet32 model
Parameters:
- learning rate 0.1
- gamma 0.5
- weight decay 0.0005
- halve learning rate every 25 epochs
- batch size 128
- train for 300 epochs
- sgd optimizer
Return: misclassification error at target covariance 100%",3.68,"# edit bash_files/svhn_masktune.sh with correct path
bash bash_files/svhn_masktune.sh ",
2210.00055,6,2210.00055_6,"Experiment: run the selective classification task experiment on SVHN dataset using the Masktune method with resnet32 model
Parameters:
- learning rate 0.1
- gamma 0.5
- weight decay 0.0005
- halve learning rate every 25 epochs
- batch size 128
- train for 300 epochs
- sgd optimizer
Return: misclassification error at target covariance 95%",1.84,"# edit bash_files/svhn_masktune.sh with correct path
bash bash_files/svhn_masktune.sh ",
2210.00055,7,2210.00055_7,"Experiment: run the selective classification task experiment on SVHN dataset using the Masktune method with resnet32 model
Parameters:
- learning rate 0.1
- gamma 0.5
- weight decay 0.0005
- halve learning rate every 25 epochs
- batch size 128
- train for 300 epochs
- sgd optimizer
Return: misclassification error at target covariance 90%",0.96,"# edit bash_files/svhn_masktune.sh with correct path
bash bash_files/svhn_masktune.sh ",
2210.00055,8,2210.00055_8,"Experiment: run the selective classification task experiment on SVHN dataset using the Masktune method with resnet32 model
Parameters:
- learning rate 0.1
- gamma 0.5
- weight decay 0.0005
- halve learning rate every 25 epochs
- batch size 128
- train for 300 epochs
- sgd optimizer
Return: misclassification error at target covariance 85%",0.57,"# edit bash_files/svhn_masktune.sh with correct path
bash bash_files/svhn_masktune.sh ",
2210.00055,9,2210.00055_9,"Experiment: run the selective classification task experiment on SVHN dataset using the Masktune method with resnet32 model
Parameters:
- learning rate 0.1
- gamma 0.5
- weight decay 0.0005
- halve learning rate every 25 epochs
- batch size 128
- train for 300 epochs
- sgd optimizer
Return: misclassification error at target covariance 80%",0.45,"# edit bash_files/svhn_masktune.sh with correct path
bash bash_files/svhn_masktune.sh ",
2205.13371,0,2205.13371_0,"Experiment: run experiment on NSBT task using RoWN distribution and depth 7
Parameters:
- NSBT task
- distribution RoWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.788,python train_vae.py --task NSBT --dist RoWN --depth=7 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,1,2205.13371_1,"Experiment: run experiment on NSBT task using RoWN distribution and depth 7
Parameters:
- NSBT task
- distribution RoWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.827,python train_vae.py --task NSBT --dist RoWN --depth=7 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,2,2205.13371_2,"Experiment: run experiment on NSBT task using RoWN distribution and depth 4
Parameters:
- NSBT task
- distribution RoWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.82,python train_vae.py --task NSBT --dist RoWN --depth=4 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,3,2205.13371_3,"Experiment: run experiment on NSBT task using RoWN distribution and depth 4
Parameters:
- NSBT task
- distribution RoWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.93,python train_vae.py --task NSBT --dist RoWN --depth=4 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,4,2205.13371_4,"Experiment: run experiment on NSBT task using RoWN distribution and depth 5
Parameters:
- NSBT task
- distribution RoWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.807,python train_vae.py --task NSBT --dist RoWN --depth=5 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,5,2205.13371_5,"Experiment: run experiment on NSBT task using RoWN distribution and depth 5
Parameters:
- NSBT task
- distribution RoWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.911,python train_vae.py --task NSBT --dist RoWN --depth=5 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,6,2205.13371_6,"Experiment: run experiment on NSBT task using RoWN distribution and depth 6
Parameters:
- NSBT task
- distribution RoWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.822,python train_vae.py --task NSBT --dist RoWN --depth=6 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,7,2205.13371_7,"Experiment: run experiment on NSBT task using RoWN distribution and depth 6
Parameters:
- NSBT task
- distribution RoWN
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.901,python train_vae.py --task NSBT --dist RoWN --depth=6 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,8,2205.13371_8,"Experiment: run experiment on NSBT task using Euclidean distribution and depth 7
Parameters:
- NSBT task
- distribution Euclidean
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.733,python train_vae.py --task NSBT --dist EuclideanNormal --depth=7 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,9,2205.13371_9,"Experiment: run experiment on NSBT task using Euclidean distribution and depth 7
Parameters:
- NSBT task
- distribution Euclidean
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with depth",0.612,python train_vae.py --task NSBT --dist EuclideanNormal --depth=7 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
2205.13371,10,2205.13371_10,"Experiment: run experiment on NSBT task using Euclidean distribution and depth 4
Parameters:
- NSBT task
- distribution Euclidean
- depth 7
- learning rate 0.0001
- 1000 epochs
- 1 layer
- 128 batch size
- 500 test samples
Return: correlation with hamming distance",0.748,python train_vae.py --task NSBT --dist EuclideanNormal --depth=4 --device=cuda:0 --eval_interval=1001 --exp_name=nsbt --lr=0.0001 --n_epochs=1000 --n_layers=1 --test_samples=500 --train_batch_size=128 --seed 1,
